threshold,accuracy,precision,recall,f1_score,roc_auc,average_precision
0.5,0.7270788912579957,0.49198717948717946,0.820855614973262,0.6152304609218436,0.8410113319287057,0.652590698134525
0.4,0.6830135039090263,0.4506849315068493,0.8796791443850267,0.5960144927536232,0.8410113319287057,0.652590698134525
