mean_predicted_probability,observed_positive_rate
0.04615093984291063,0.0070921985815602835
0.0691559503634348,0.0070921985815602835
0.13005556953804834,0.07142857142857142
0.2395264113203008,0.0851063829787234
0.3551320361752882,0.2127659574468085
0.4899738767317363,0.17142857142857143
0.5981804191643465,0.3617021276595745
0.6855864490781511,0.40714285714285714
0.7710629638205183,0.6170212765957447
0.853623962148707,0.7163120567375887
